STATEFP,NAME,STUSPS,YEAR,MONTH,RATE
40,Oklahoma,OK,2020,May,0.974957671
40,Oklahoma,OK,2020,June,1.733258081
40,Oklahoma,OK,2020,July,0.866629041
40,Oklahoma,OK,2020,August,0.866629041
40,Oklahoma,OK,2020,September,3.791502052
40,Oklahoma,OK,2020,October,1.624929451
40,Oklahoma,OK,2020,November,0.43331452
40,Oklahoma,OK,2020,December,0.43331452
40,Oklahoma,OK,2021,January,NA
40,Oklahoma,OK,2021,February,0.863660409
40,Oklahoma,OK,2021,March,0.539787755
40,Oklahoma,OK,2021,April,1.039022571
40,Oklahoma,OK,2021,May,1.454631599
40,Oklahoma,OK,2021,June,1.142924828
40,Oklahoma,OK,2021,July,1.758705593
40,Oklahoma,OK,2021,August,1.381840109
40,Oklahoma,OK,2021,September,1.130596452
40,Oklahoma,OK,2021,October,0.681272235
40,Oklahoma,OK,2021,November,1.226290023
40,Oklahoma,OK,2021,December,0.681272235
41,Oregon,OR,2016,January,2.775195304
41,Oregon,OR,2016,February,2.312662754
41,Oregon,OR,2016,March,1.850130203
41,Oregon,OR,2016,April,2.775195304
41,Oregon,OR,2016,May,3.237727855
41,Oregon,OR,2016,June,1.850130203
41,Oregon,OR,2016,July,1.850130203
41,Oregon,OR,2016,August,1.850130203
41,Oregon,OR,2016,September,2.312662754
41,Oregon,OR,2016,October,2.312662754
41,Oregon,OR,2016,November,NA
41,Oregon,OR,2016,December,NA
41,Oregon,OR,2017,January,1.313381607
41,Oregon,OR,2017,February,2.188969346
41,Oregon,OR,2017,March,1.751175477
41,Oregon,OR,2017,April,NA
41,Oregon,OR,2017,May,3.502350953
41,Oregon,OR,2017,June,3.502350953
41,Oregon,OR,2017,July,3.502350953
41,Oregon,OR,2017,August,1.751175477
41,Oregon,OR,2017,September,1.751175477
41,Oregon,OR,2017,October,NA
41,Oregon,OR,2017,November,1.313381607
41,Oregon,OR,2017,December,NA
41,Oregon,OR,2018,January,NA
41,Oregon,OR,2018,February,1.477737879
41,Oregon,OR,2018,March,1.477737879
41,Oregon,OR,2018,April,1.477737879
41,Oregon,OR,2018,May,NA
41,Oregon,OR,2018,June,3.448055051
41,Oregon,OR,2018,July,1.970317172
41,Oregon,OR,2018,August,2.462896465
41,Oregon,OR,2018,September,1.477737879
41,Oregon,OR,2018,October,1.477737879
41,Oregon,OR,2018,November,1.970317172
41,Oregon,OR,2018,December,1.970317172
41,Oregon,OR,2019,January,1.935958493
41,Oregon,OR,2019,February,NA
41,Oregon,OR,2019,March,NA
41,Oregon,OR,2019,April,NA
41,Oregon,OR,2019,May,NA
41,Oregon,OR,2019,June,1.935958493
41,Oregon,OR,2019,July,3.871916986
41,Oregon,OR,2019,August,1.935958493
41,Oregon,OR,2019,September,NA
41,Oregon,OR,2019,October,NA
41,Oregon,OR,2019,November,1.45196887
41,Oregon,OR,2019,December,NA
41,Oregon,OR,2020,January,1.795594061
41,Oregon,OR,2020,February,NA
41,Oregon,OR,2020,March,NA
41,Oregon,OR,2020,April,0.673347773
41,Oregon,OR,2020,May,1.122246288
41,Oregon,OR,2020,June,2.020043319
41,Oregon,OR,2020,July,1.571144803
41,Oregon,OR,2020,August,1.795594061
41,Oregon,OR,2020,September,0.897797031
41,Oregon,OR,2020,October,NA
41,Oregon,OR,2020,November,1.346695546
41,Oregon,OR,2020,December,0.897797031
41,Oregon,OR,2021,January,1.518293265
41,Oregon,OR,2021,February,NA
41,Oregon,OR,2021,March,2.168990378
41,Oregon,OR,2021,April,1.355624972
41,Oregon,OR,2021,May,1.355624972
41,Oregon,OR,2021,June,1.549285682
41,Oregon,OR,2021,July,2.389524325
41,Oregon,OR,2021,August,1.792143244
41,Oregon,OR,2021,September,2.588651352
41,Oregon,OR,2021,October,2.833813822
41,Oregon,OR,2021,November,1.133525529
41,Oregon,OR,2021,December,1.133525529
42,Pennsylvania,PA,2016,January,11.53030994
42,Pennsylvania,PA,2016,February,11.38618107
42,Pennsylvania,PA,2016,March,13.90843637
42,Pennsylvania,PA,2016,April,15.7100473
42,Pennsylvania,PA,2016,May,27.52861499
42,Pennsylvania,PA,2016,June,41.94150241
42,Pennsylvania,PA,2016,July,35.45570307
42,Pennsylvania,PA,2016,August,19.88978465
42,Pennsylvania,PA,2016,September,17.00720716
42,Pennsylvania,PA,2016,October,17.36752935
42,Pennsylvania,PA,2016,November,13.187792
42,Pennsylvania,PA,2016,December,9.944892325
42,Pennsylvania,PA,2017,January,9.669501023
42,Pennsylvania,PA,2017,February,8.299020563
42,Pennsylvania,PA,2017,March,11.4968083
42,Pennsylvania,PA,2017,April,15.9889387
42,Pennsylvania,PA,2017,May,27.63802261
42,Pennsylvania,PA,2017,June,42.71330767
42,Pennsylvania,PA,2017,July,39.05869311
42,Pennsylvania,PA,2017,August,21.92768736
42,Pennsylvania,PA,2017,September,17.43555696
42,Pennsylvania,PA,2017,October,18.65376182
42,Pennsylvania,PA,2017,November,12.25818634
42,Pennsylvania,PA,2017,December,8.146744957
42,Pennsylvania,PA,2018,January,9.096579686
42,Pennsylvania,PA,2018,February,6.803324303
42,Pennsylvania,PA,2018,March,7.032649841
42,Pennsylvania,PA,2018,April,12.00136984
42,Pennsylvania,PA,2018,May,23.08543752
42,Pennsylvania,PA,2018,June,37.60938828
42,Pennsylvania,PA,2018,July,30.19452921
42,Pennsylvania,PA,2018,August,19.49267076
42,Pennsylvania,PA,2018,September,14.90615999
42,Pennsylvania,PA,2018,October,15.05904368
42,Pennsylvania,PA,2018,November,8.561486763
42,Pennsylvania,PA,2018,December,7.64418461
42,Pennsylvania,PA,2019,January,8.512391021
42,Pennsylvania,PA,2019,February,6.109700007
42,Pennsylvania,PA,2019,March,10.43454383
42,Pennsylvania,PA,2019,April,13.59236631
42,Pennsylvania,PA,2019,May,23.06583373
42,Pennsylvania,PA,2019,June,31.02903824
42,Pennsylvania,PA,2019,July,26.22365621
42,Pennsylvania,PA,2019,August,15.85776069
42,Pennsylvania,PA,2019,September,13.86695957
42,Pennsylvania,PA,2019,October,14.14155282
42,Pennsylvania,PA,2019,November,8.78698428
42,Pennsylvania,PA,2019,December,7.825907874
42,Pennsylvania,PA,2020,January,1.82142727
42,Pennsylvania,PA,2020,February,1.783081433
42,Pennsylvania,PA,2020,March,5.176688032
42,Pennsylvania,PA,2020,April,4.467290042
42,Pennsylvania,PA,2020,May,12.07893874
42,Pennsylvania,PA,2020,June,19.74810619
42,Pennsylvania,PA,2020,July,13.15262218
42,Pennsylvania,PA,2020,August,10.44924066
42,Pennsylvania,PA,2020,September,9.068790515
42,Pennsylvania,PA,2020,October,8.838715491
42,Pennsylvania,PA,2020,November,7.113152814
42,Pennsylvania,PA,2020,December,3.546989948
42,Pennsylvania,PA,2021,January,2.934844243
42,Pennsylvania,PA,2021,February,3.543962859
42,Pennsylvania,PA,2021,March,4.171539616
42,Pennsylvania,PA,2021,April,5.468725566
42,Pennsylvania,PA,2021,May,9.035285717
42,Pennsylvania,PA,2021,June,17.33896935
42,Pennsylvania,PA,2021,July,22.16832932
42,Pennsylvania,PA,2021,August,9.934194658
42,Pennsylvania,PA,2021,September,8.233398685
42,Pennsylvania,PA,2021,October,9.10817635
42,Pennsylvania,PA,2021,November,4.597051271
42,Pennsylvania,PA,2021,December,4.661495915
44,Rhode Island,RI,2016,January,20.72567497
44,Rhode Island,RI,2016,February,11.05369332
44,Rhode Island,RI,2016,March,28.32508912
44,Rhode Island,RI,2016,April,21.4165308
44,Rhode Island,RI,2016,May,31.77936828
44,Rhode Island,RI,2016,June,40.7604941
44,Rhode Island,RI,2016,July,38.6879266
44,Rhode Island,RI,2016,August,22.79824246
44,Rhode Island,RI,2016,September,24.87080996
44,Rhode Island,RI,2016,October,26.94337746
44,Rhode Island,RI,2016,November,15.19882831
44,Rhode Island,RI,2016,December,10.36283748
44,Rhode Island,RI,2017,January,14.49503703
44,Rhode Island,RI,2017,February,8.192847014
44,Rhode Island,RI,2017,March,9.453285017
44,Rhode Island,RI,2017,April,17.64613203
44,Rhode Island,RI,2017,May,25.20876004
44,Rhode Island,RI,2017,June,47.89664408
44,Rhode Island,RI,2017,July,40.33401607
44,Rhode Island,RI,2017,August,24.57854104
44,Rhode Island,RI,2017,September,18.27635103
44,Rhode Island,RI,2017,October,29.62029305
44,Rhode Island,RI,2017,November,10.08350402
44,Rhode Island,RI,2017,December,4.411533008
44,Rhode Island,RI,2018,January,4.27728193
44,Rhode Island,RI,2018,February,5.703042573
44,Rhode Island,RI,2018,March,8.079310312
44,Rhode Island,RI,2018,April,10.9308316
44,Rhode Island,RI,2018,May,14.25760643
44,Rhode Island,RI,2018,June,45.62434059
44,Rhode Island,RI,2018,July,40.39655156
44,Rhode Island,RI,2018,August,26.13894513
44,Rhode Island,RI,2018,September,19.96064901
44,Rhode Island,RI,2018,October,17.58438127
44,Rhode Island,RI,2018,November,17.10912772
44,Rhode Island,RI,2018,December,8.55456386
44,Rhode Island,RI,2019,January,12.53665853
44,Rhode Island,RI,2019,February,8.059280485
44,Rhode Island,RI,2019,March,10.74570731
44,Rhode Island,RI,2019,April,14.77534756
44,Rhode Island,RI,2019,May,17.01403658
44,Rhode Island,RI,2019,June,38.95318901
44,Rhode Island,RI,2019,July,38.50545121
44,Rhode Island,RI,2019,August,19.70046341
44,Rhode Island,RI,2019,September,11.64118292
44,Rhode Island,RI,2019,October,18.8049878
44,Rhode Island,RI,2019,November,8.954756095
44,Rhode Island,RI,2019,December,4.477378047
44,Rhode Island,RI,2020,January,1.330430039
44,Rhode Island,RI,2020,February,1.153039367
44,Rhode Island,RI,2020,March,4.700852806
44,Rhode Island,RI,2020,April,4.434766798
44,Rhode Island,RI,2020,May,9.845182291
44,Rhode Island,RI,2020,June,21.64166197
44,Rhode Island,RI,2020,July,16.23124648
44,Rhode Island,RI,2020,August,7.45040822
44,Rhode Island,RI,2020,September,7.095626876
44,Rhode Island,RI,2020,October,7.184322212
44,Rhode Island,RI,2020,November,5.321720157
44,Rhode Island,RI,2020,December,3.370422766
44,Rhode Island,RI,2021,January,2.04416939
44,Rhode Island,RI,2021,February,2.640385462
44,Rhode Island,RI,2021,March,2.895906636
44,Rhode Island,RI,2021,April,6.258399695
44,Rhode Island,RI,2021,May,6.499107376
44,Rhode Island,RI,2021,June,8.264297033
44,Rhode Island,RI,2021,July,13.41795028
44,Rhode Island,RI,2021,August,9.853807239
44,Rhode Island,RI,2021,September,7.233113824
44,Rhode Island,RI,2021,October,11.61889626
44,Rhode Island,RI,2021,November,6.695635135
44,Rhode Island,RI,2021,December,4.529400238
45,South Carolina,SC,2016,January,NA
45,South Carolina,SC,2016,February,NA
45,South Carolina,SC,2016,March,NA
45,South Carolina,SC,2016,April,1.975230608
45,South Carolina,SC,2016,May,2.46903826
45,South Carolina,SC,2016,June,NA
45,South Carolina,SC,2016,July,1.481422956
45,South Carolina,SC,2016,August,1.975230608
45,South Carolina,SC,2016,September,NA
45,South Carolina,SC,2016,October,1.481422956
45,South Carolina,SC,2016,November,1.481422956
45,South Carolina,SC,2016,December,1.481422956
45,South Carolina,SC,2017,January,NA
45,South Carolina,SC,2017,February,NA
45,South Carolina,SC,2017,March,NA
45,South Carolina,SC,2017,April,3.122544249
45,South Carolina,SC,2017,May,2.602120208
45,South Carolina,SC,2017,June,2.602120208
45,South Carolina,SC,2017,July,3.122544249
45,South Carolina,SC,2017,August,NA
45,South Carolina,SC,2017,September,1.561272125
45,South Carolina,SC,2017,October,2.081696166
45,South Carolina,SC,2017,November,1.561272125
45,South Carolina,SC,2017,December,2.081696166
45,South Carolina,SC,2018,January,3.85971853
45,South Carolina,SC,2018,February,NA
45,South Carolina,SC,2018,March,2.412324081
45,South Carolina,SC,2018,April,2.412324081
45,South Carolina,SC,2018,May,4.824648163
45,South Carolina,SC,2018,June,3.85971853
45,South Carolina,SC,2018,July,2.894788898
45,South Carolina,SC,2018,August,1.929859265
45,South Carolina,SC,2018,September,NA
45,South Carolina,SC,2018,October,1.447394449
45,South Carolina,SC,2018,November,2.412324081
45,South Carolina,SC,2018,December,NA
45,South Carolina,SC,2019,January,1.708924574
45,South Carolina,SC,2019,February,NA
45,South Carolina,SC,2019,March,1.708924574
45,South Carolina,SC,2019,April,2.278566098
45,South Carolina,SC,2019,May,NA
45,South Carolina,SC,2019,June,1.708924574
45,South Carolina,SC,2019,July,NA
45,South Carolina,SC,2019,August,NA
45,South Carolina,SC,2019,September,1.708924574
45,South Carolina,SC,2019,October,2.278566098
45,South Carolina,SC,2019,November,1.708924574
45,South Carolina,SC,2019,December,2.848207623
45,South Carolina,SC,2020,January,NA
45,South Carolina,SC,2020,February,NA
45,South Carolina,SC,2020,March,1.095398232
45,South Carolina,SC,2020,April,2.327721243
45,South Carolina,SC,2020,May,2.73849558
45,South Carolina,SC,2020,June,1.780022127
45,South Carolina,SC,2020,July,1.36924779
45,South Carolina,SC,2020,August,1.36924779
45,South Carolina,SC,2020,September,2.190796464
45,South Carolina,SC,2020,October,1.36924779
45,South Carolina,SC,2020,November,1.095398232
45,South Carolina,SC,2020,December,NA
45,South Carolina,SC,2021,January,0.629049506
45,South Carolina,SC,2021,February,0.880669309
45,South Carolina,SC,2021,March,0.880669309
45,South Carolina,SC,2021,April,1.150436878
45,South Carolina,SC,2021,May,2.185830069
45,South Carolina,SC,2021,June,2.070786381
45,South Carolina,SC,2021,July,2.317295716
45,South Carolina,SC,2021,August,0.695188715
45,South Carolina,SC,2021,September,0.811053501
45,South Carolina,SC,2021,October,1.138042249
45,South Carolina,SC,2021,November,1.024238024
45,South Carolina,SC,2021,December,0.455216899
46,South Dakota,SD,2016,January,NA
46,South Dakota,SD,2016,February,NA
46,South Dakota,SD,2016,March,NA
46,South Dakota,SD,2016,April,NA
46,South Dakota,SD,2016,May,NA
46,South Dakota,SD,2016,June,NA
46,South Dakota,SD,2016,July,NA
46,South Dakota,SD,2016,August,NA
46,South Dakota,SD,2016,September,NA
46,South Dakota,SD,2016,October,NA
46,South Dakota,SD,2016,November,NA
46,South Dakota,SD,2016,December,NA
46,South Dakota,SD,2017,January,NA
46,South Dakota,SD,2017,February,NA
46,South Dakota,SD,2017,March,NA
46,South Dakota,SD,2017,April,NA
46,South Dakota,SD,2017,May,NA
46,South Dakota,SD,2017,June,NA
46,South Dakota,SD,2017,July,NA
46,South Dakota,SD,2017,August,NA
46,South Dakota,SD,2017,September,NA
46,South Dakota,SD,2017,October,NA
46,South Dakota,SD,2017,November,NA
46,South Dakota,SD,2017,December,NA
46,South Dakota,SD,2018,January,NA
46,South Dakota,SD,2018,February,NA
46,South Dakota,SD,2018,March,NA
46,South Dakota,SD,2018,April,NA
46,South Dakota,SD,2018,May,NA
46,South Dakota,SD,2018,June,NA
46,South Dakota,SD,2018,July,NA
46,South Dakota,SD,2018,August,NA
46,South Dakota,SD,2018,September,NA
46,South Dakota,SD,2018,October,NA
46,South Dakota,SD,2018,November,NA
46,South Dakota,SD,2018,December,NA
46,South Dakota,SD,2019,January,NA
46,South Dakota,SD,2019,February,NA
46,South Dakota,SD,2019,March,NA
46,South Dakota,SD,2019,April,NA
46,South Dakota,SD,2019,May,NA
46,South Dakota,SD,2019,June,NA
46,South Dakota,SD,2019,July,NA
46,South Dakota,SD,2019,August,NA
46,South Dakota,SD,2019,September,NA
46,South Dakota,SD,2019,October,NA
46,South Dakota,SD,2019,November,NA
46,South Dakota,SD,2019,December,NA
46,South Dakota,SD,2020,January,NA
46,South Dakota,SD,2020,February,NA
46,South Dakota,SD,2020,March,NA
46,South Dakota,SD,2020,April,NA
46,South Dakota,SD,2020,May,NA
46,South Dakota,SD,2020,June,NA
46,South Dakota,SD,2020,July,NA
46,South Dakota,SD,2020,August,NA
46,South Dakota,SD,2020,September,NA
46,South Dakota,SD,2020,October,NA
46,South Dakota,SD,2020,November,NA
46,South Dakota,SD,2020,December,NA
46,South Dakota,SD,2021,January,NA
46,South Dakota,SD,2021,February,NA
46,South Dakota,SD,2021,March,NA
46,South Dakota,SD,2021,April,NA
46,South Dakota,SD,2021,May,NA
46,South Dakota,SD,2021,June,NA
46,South Dakota,SD,2021,July,NA
46,South Dakota,SD,2021,August,NA
46,South Dakota,SD,2021,September,NA
46,South Dakota,SD,2021,October,NA
46,South Dakota,SD,2021,November,NA
46,South Dakota,SD,2021,December,NA
47,Tennessee,TN,2016,January,2.812623052
47,Tennessee,TN,2016,February,1.125049221
47,Tennessee,TN,2016,March,2.531360747
47,Tennessee,TN,2016,April,1.406311526
47,Tennessee,TN,2016,May,1.125049221
47,Tennessee,TN,2016,June,2.531360747
47,Tennessee,TN,2016,July,2.812623052
47,Tennessee,TN,2016,August,1.687573831
47,Tennessee,TN,2016,September,0.843786916
47,Tennessee,TN,2016,October,0.843786916
47,Tennessee,TN,2016,November,NA
47,Tennessee,TN,2016,December,NA
47,Tennessee,TN,2017,January,1.958622697
47,Tennessee,TN,2017,February,NA
47,Tennessee,TN,2017,March,2.238425939
47,Tennessee,TN,2017,April,1.678819454
47,Tennessee,TN,2017,May,3.357638908
47,Tennessee,TN,2017,June,2.518229181
47,Tennessee,TN,2017,July,1.399016212
47,Tennessee,TN,2017,August,1.958622697
47,Tennessee,TN,2017,September,1.399016212
47,Tennessee,TN,2017,October,0.839409727
47,Tennessee,TN,2017,November,1.119212969
47,Tennessee,TN,2017,December,1.399016212
47,Tennessee,TN,2018,January,1.523743737
47,Tennessee,TN,2018,February,NA
47,Tennessee,TN,2018,March,NA
47,Tennessee,TN,2018,April,1.777701026
47,Tennessee,TN,2018,May,3.047487474
47,Tennessee,TN,2018,June,1.777701026
47,Tennessee,TN,2018,July,1.777701026
47,Tennessee,TN,2018,August,1.015829158
47,Tennessee,TN,2018,September,2.539572895
47,Tennessee,TN,2018,October,1.015829158
47,Tennessee,TN,2018,November,1.269786447
47,Tennessee,TN,2018,December,0.761871868
47,Tennessee,TN,2019,January,0.741914981
47,Tennessee,TN,2019,February,0.741914981
47,Tennessee,TN,2019,March,1.236524969
47,Tennessee,TN,2019,April,1.483829963
47,Tennessee,TN,2019,May,2.225744944
47,Tennessee,TN,2019,June,2.225744944
47,Tennessee,TN,2019,July,3.21496492
47,Tennessee,TN,2019,August,2.225744944
47,Tennessee,TN,2019,September,0.989219975
47,Tennessee,TN,2019,October,1.483829963
47,Tennessee,TN,2019,November,1.978439951
47,Tennessee,TN,2019,December,1.731134957
47,Tennessee,TN,2020,January,0.280116164
47,Tennessee,TN,2020,February,0.280116164
47,Tennessee,TN,2020,March,0.910377534
47,Tennessee,TN,2020,April,1.820755067
47,Tennessee,TN,2020,May,1.750726026
47,Tennessee,TN,2020,June,2.521045478
47,Tennessee,TN,2020,July,1.540638903
47,Tennessee,TN,2020,August,0.980406575
47,Tennessee,TN,2020,September,1.050435616
47,Tennessee,TN,2020,October,0.420174246
47,Tennessee,TN,2020,November,0.280116164
47,Tennessee,TN,2020,December,0.630261369
47,Tennessee,TN,2021,January,1.47216233
47,Tennessee,TN,2021,February,0.674741068
47,Tennessee,TN,2021,March,0.858761359
47,Tennessee,TN,2021,April,1.746411261
47,Tennessee,TN,2021,May,1.691835909
47,Tennessee,TN,2021,June,1.200657742
47,Tennessee,TN,2021,July,1.249869626
47,Tennessee,TN,2021,August,1.767057057
47,Tennessee,TN,2021,September,0.689583242
47,Tennessee,TN,2021,October,0.904510795
47,Tennessee,TN,2021,November,0.452255398
47,Tennessee,TN,2021,December,0.414567448
48,Texas,TX,2016,January,0.95800398
48,Texas,TX,2016,February,2.586610745
48,Texas,TX,2016,March,1.916007959
48,Texas,TX,2016,April,1.916007959
48,Texas,TX,2016,May,2.778211541
48,Texas,TX,2016,June,3.544614724
48,Texas,TX,2016,July,2.969812337
48,Texas,TX,2016,August,2.107608755
48,Texas,TX,2016,September,2.107608755
48,Texas,TX,2016,October,1.532806367
48,Texas,TX,2016,November,1.053804378
48,Texas,TX,2016,December,1.724407163
48,Texas,TX,2017,January,0.75054114
48,Texas,TX,2017,February,1.200865824
48,Texas,TX,2017,March,1.200865824
48,Texas,TX,2017,April,1.601154432
48,Texas,TX,2017,May,1.601154432
48,Texas,TX,2017,June,2.301659496
48,Texas,TX,2017,July,2.651912029
48,Texas,TX,2017,August,1.601154432
48,Texas,TX,2017,September,1.300937976
48,Texas,TX,2017,October,2.101515192
48,Texas,TX,2017,November,4.953571525
48,Texas,TX,2017,December,5.103679753
48,Texas,TX,2018,January,3.560419998
48,Texas,TX,2018,February,2.802182406
48,Texas,TX,2018,March,2.571414443
48,Texas,TX,2018,April,3.494486294
48,Texas,TX,2018,May,3.626353701
48,Texas,TX,2018,June,3.362618887
48,Texas,TX,2018,July,3.06591722
48,Texas,TX,2018,August,2.868116109
48,Texas,TX,2018,September,2.736248702
48,Texas,TX,2018,October,2.208779073
48,Texas,TX,2018,November,1.813176851
48,Texas,TX,2018,December,2.010977962
48,Texas,TX,2019,January,1.844202927
48,Texas,TX,2019,February,1.78471251
48,Texas,TX,2019,March,2.290381054
48,Texas,TX,2019,April,2.141655012
48,Texas,TX,2019,May,2.052419386
48,Texas,TX,2019,June,2.17140022
48,Texas,TX,2019,July,2.498597513
48,Texas,TX,2019,August,2.379616679
48,Texas,TX,2019,September,1.844202927
48,Texas,TX,2019,October,2.052419386
48,Texas,TX,2019,November,1.725222093
48,Texas,TX,2019,December,1.695476884
48,Texas,TX,2020,January,1.094266283
48,Texas,TX,2020,February,1.110125214
48,Texas,TX,2020,March,1.474880642
48,Texas,TX,2020,April,2.04580218
48,Texas,TX,2020,May,3.282798848
48,Texas,TX,2020,June,2.251968292
48,Texas,TX,2020,July,1.855495001
48,Texas,TX,2020,August,1.744482479
48,Texas,TX,2020,September,1.45902171
48,Texas,TX,2020,October,1.617611026
48,Texas,TX,2020,November,0.935676966
48,Texas,TX,2020,December,0.983253761
48,Texas,TX,2021,January,1.354502567
48,Texas,TX,2021,February,1.123621447
48,Texas,TX,2021,March,1.43146294
48,Texas,TX,2021,April,2.033569766
48,Texas,TX,2021,May,1.817232557
48,Texas,TX,2021,June,1.543205425
48,Texas,TX,2021,July,2.323752016
48,Texas,TX,2021,August,1.735641938
48,Texas,TX,2021,September,1.477447269
48,Texas,TX,2021,October,2.112725312
48,Texas,TX,2021,November,1.272884194
48,Texas,TX,2021,December,0.721738461
49,Utah,UT,2016,January,1.412349585
49,Utah,UT,2016,February,2.471611773
49,Utah,UT,2016,March,1.059262189
49,Utah,UT,2016,April,3.530873962
49,Utah,UT,2016,May,2.471611773
49,Utah,UT,2016,June,2.471611773
49,Utah,UT,2016,July,2.471611773
49,Utah,UT,2016,August,2.118524377
49,Utah,UT,2016,September,3.883961358
49,Utah,UT,2016,October,1.059262189
49,Utah,UT,2016,November,1.765436981
49,Utah,UT,2016,December,1.059262189
49,Utah,UT,2017,January,0.930944839
49,Utah,UT,2017,February,0.930944839
49,Utah,UT,2017,March,0.930944839
49,Utah,UT,2017,April,0.698208629
49,Utah,UT,2017,May,3.491043147
49,Utah,UT,2017,June,2.094625888
49,Utah,UT,2017,July,1.629153469
49,Utah,UT,2017,August,1.396417259
49,Utah,UT,2017,September,NA
49,Utah,UT,2017,October,1.163681049
49,Utah,UT,2017,November,0.930944839
49,Utah,UT,2017,December,0.930944839
49,Utah,UT,2018,January,2.085747393
49,Utah,UT,2018,February,0.926998841
49,Utah,UT,2018,March,1.622247972
49,Utah,UT,2018,April,1.622247972
49,Utah,UT,2018,May,2.317497103
49,Utah,UT,2018,June,2.317497103
49,Utah,UT,2018,July,1.853997683
49,Utah,UT,2018,August,3.012746234
49,Utah,UT,2018,September,1.390498262
49,Utah,UT,2018,October,1.158748552
49,Utah,UT,2018,November,1.622247972
49,Utah,UT,2018,December,NA
49,Utah,UT,2019,January,0.729829342
49,Utah,UT,2019,February,NA
49,Utah,UT,2019,March,0.973105789
49,Utah,UT,2019,April,0.729829342
49,Utah,UT,2019,May,NA
49,Utah,UT,2019,June,0.729829342
49,Utah,UT,2019,July,0.729829342
49,Utah,UT,2019,August,0.729829342
49,Utah,UT,2019,September,1.216382236
49,Utah,UT,2019,October,0.973105789
49,Utah,UT,2019,November,0.729829342
49,Utah,UT,2019,December,NA
49,Utah,UT,2020,January,0.417765622
49,Utah,UT,2020,February,NA
49,Utah,UT,2020,March,0.55702083
49,Utah,UT,2020,April,0.835531245
49,Utah,UT,2020,May,0.974786452
49,Utah,UT,2020,June,0.417765622
49,Utah,UT,2020,July,1.11404166
49,Utah,UT,2020,August,0.974786452
49,Utah,UT,2020,September,0.696276037
49,Utah,UT,2020,October,0.974786452
49,Utah,UT,2020,November,0.835531245
49,Utah,UT,2020,December,0.974786452
49,Utah,UT,2021,January,1.199756849
49,Utah,UT,2021,February,1.599675799
49,Utah,UT,2021,March,1.333063166
49,Utah,UT,2021,April,1.372311984
49,Utah,UT,2021,May,1.372311984
49,Utah,UT,2021,June,1.122800714
49,Utah,UT,2021,July,1.264223956
49,Utah,UT,2021,August,1.264223956
49,Utah,UT,2021,September,0.804506154
49,Utah,UT,2021,October,0.850262412
49,Utah,UT,2021,November,NA
49,Utah,UT,2021,December,0.850262412
50,Vermont,VT,2016,January,12.85063886
50,Vermont,VT,2016,February,NA
50,Vermont,VT,2016,March,7.343222206
50,Vermont,VT,2016,April,5.507416654
50,Vermont,VT,2016,May,12.85063886
50,Vermont,VT,2016,June,22.02966662
50,Vermont,VT,2016,July,36.71611103
50,Vermont,VT,2016,August,11.01483331
50,Vermont,VT,2016,September,9.179027757
50,Vermont,VT,2016,October,14.68644441
50,Vermont,VT,2016,November,7.343222206
50,Vermont,VT,2016,December,11.01483331
50,Vermont,VT,2017,January,4.141415536
50,Vermont,VT,2017,February,NA
50,Vermont,VT,2017,March,5.521887381
50,Vermont,VT,2017,April,13.80471845
50,Vermont,VT,2017,May,19.32660583
50,Vermont,VT,2017,June,27.60943691
50,Vermont,VT,2017,July,31.75085244
50,Vermont,VT,2017,August,34.51179613
50,Vermont,VT,2017,September,16.56566214
50,Vermont,VT,2017,October,9.663302917
50,Vermont,VT,2017,November,6.902359226
50,Vermont,VT,2017,December,9.663302917
50,Vermont,VT,2018,January,7.687813278
50,Vermont,VT,2018,February,9.225375934
50,Vermont,VT,2018,March,13.8380639
50,Vermont,VT,2018,April,9.225375934
50,Vermont,VT,2018,May,21.52587718
50,Vermont,VT,2018,June,23.06343984
50,Vermont,VT,2018,July,15.37562656
50,Vermont,VT,2018,August,15.37562656
50,Vermont,VT,2018,September,6.150250623
50,Vermont,VT,2018,October,12.30050125
50,Vermont,VT,2018,November,4.612687967
50,Vermont,VT,2018,December,6.150250623
50,Vermont,VT,2019,January,5.041000134
50,Vermont,VT,2019,February,6.721333513
50,Vermont,VT,2019,March,5.041000134
50,Vermont,VT,2019,April,5.041000134
50,Vermont,VT,2019,May,15.1230004
50,Vermont,VT,2019,June,25.20500067
50,Vermont,VT,2019,July,33.60666756
50,Vermont,VT,2019,August,18.48366716
50,Vermont,VT,2019,September,5.041000134
50,Vermont,VT,2019,October,18.48366716
50,Vermont,VT,2019,November,6.721333513
50,Vermont,VT,2019,December,10.08200027
50,Vermont,VT,2020,January,NA
50,Vermont,VT,2020,February,2.935219701
50,Vermont,VT,2020,March,5.870439402
50,Vermont,VT,2020,April,10.76247224
50,Vermont,VT,2020,May,7.827252537
50,Vermont,VT,2020,June,27.39538388
50,Vermont,VT,2020,July,19.56813134
50,Vermont,VT,2020,August,15.65450507
50,Vermont,VT,2020,September,12.71928537
50,Vermont,VT,2020,October,9.784065671
50,Vermont,VT,2020,November,8.805659104
50,Vermont,VT,2020,December,7.827252537
50,Vermont,VT,2021,January,4.484707149
50,Vermont,VT,2021,February,6.278590008
50,Vermont,VT,2021,March,8.072472868
50,Vermont,VT,2021,April,5.532503458
